id,type,answer_count,question_body,title,uri
12184886,question,,"Superficial BCC commonly has very ill-defined edges, and larger sites can quite often have a deeper component (nodular) or extend down hair follicular structures. So for an ill-defined tumor in the scalp that appears to be at least 8mm in size, I agree with the recommendation of Mohs rather than other options like excision (would take a wider margin, and also not be able to look at complete a margin as Mohs surgery, and not have as high a cure rate as Mohs ... Or options like ED&C (burning and scraping the tumor, which could miss a deeper component below the surface, and also not have as high a cure rate as Mohs surgery. In short, Mohs is a higher cure rate, a smaller margin and a more complete analysis of the margins.","Joel L. Cohen, MD answers: Mohs surgery for superficial basal cell carcinoma?",/question/san-diego-california-mohs-surgery-superficial-basal-cell-carcinoma
12578214,question,0,"I had Mohs surgery behind my ear a little over a month ago, and have a dehiscence in the middle of the scar. Can someone tell me if regular at home treatment will be OK, of if I should go back in and have it re stitched? Thanks The pictures are from after I got out of the shower and gently cleaned it. I have been putting Aquafor on it after cleaning.",Mohs surgery dehiscence - is at home treatment OK? (Photo),/question/boon-michigan-mohs-surgery-dehiscence-treatment-picture
13328120,question,0,i had mohs surgery and then plastic surgery to repair the wound. in one area on my face it gets red as i was told the skin is thinner there now and the blood vessels come to surface easier so would BBL help that or because the skin is thinner nothing can be done,Could BBL help face redness following plastic surgery to correct Mohs wound?,/question/annapolis-maryland-redness-face-mohs-broadband-light
11901442,question,1,"I recently found out I have a superficial basal cell carcinoma on my scalp about 1 inch back from my hairline. It is about 8 mm wide. I am scheduled for Mohs surgery in 2 1/2 weeks and very stressed about it. I am reading that the superficial type has a propensity to spread beyond the visible tumor under the skin. But I don't know, statistically, what that means. Is it highly likely that I will have a much bigger area removed than 8 mm? Or is it 50% chance, 30% chance, or what? TIA",Mohs surgery for superficial basal cell carcinoma?,/question/san-diego-california-mohs-surgery-superficial-basal-cell-carcinoma
7778918,question,1,Lower leg biopsy positive for combination basal and squamous carcinoma - biopsy looks infected and Mohs surgery scheduled in 10 days.&nbsp;,Will doctors perform Mohs surgery on an infected biopsy site on the lower leg?,/question/rochester-mi-doctor-mohs-surgery-infected-biopsy-site-leg
3652608,question,3,I am having MOHS Surgery on the inside flap of the ear. The surgeon is sending me to a plastic surgeon directly after she finished for the skin graft. Approximately how long does a skin graft take from behind the ear,Skin Graft of the ear from MOHS Surgery,/question/bellmore-ny-skin-graft-ear-mohs-surgery
7688697,question,2,Scheduled for squamous cell Mohs surgery above eyebrow. Will I get a black eye? Will I need stitches? How long for recovery?,Will I get a black eye from Mohs surgery above my eyebrow?,/question/briarcliff-manor-ny-scheduled-squamous-cell-mohs-surgery-eyebrow-black-eye
13421048,question,0,"Currently (5/2024) feeling the weird sensation in my calf and foot. My foot is more affected. It's almost like a slight tingle, pressure feeling. I have a vitamin D level of 18 which is low so I am taking vitamin D, 2000 iu per day. My journey: January 2022  Mohs surgery (removing 2 freckles on left calf) . Got an infection and it went down to my foot. Swelling, itching bumps. Not sure what caused infection. Doctors think it was a staph infection. Swelling, redness, red/purple dots on bottom of foot. Clindamycin and prednisone for about a month . Went to hospital and they did an ultrasound to check for blood clots - nothing found. Saw a vascular doctor and they also did an ultrasound to check for blood clots - nothing found. Since then my foot feels pressure and weird, some swelling and pressure when hot 6/19/23 - felt like pins and needles / stinging when gently touching top of foot. Still feeling the pressure, like fullness Sometimes I wear compression socks and do epsom salt soaks",Tingling feeling 2 years after Mohs surgery,/question/rochester-new-york-tingling-feeling
12337509,question,1,"Had Mohs surgery a year ago; after healing well for several months, developed a white-ish bump near tip of my nose. Went back to Mohs surgeon and she thinks its cartilage pushing towards the surface due to thinner skin at surgical site. She's referred me to a plastic surgeon and suggested I might need a flap or skin graft, and possibly taking some cartilage from upper nose to create more cartilage support at nose tip. Yikes. Might there be other options?",Cartilage pushing towards the surface due to thin skin after Mohs. Is surgery my only option? (Photo),/question/tucson-arizona-surgery-option
13361715,question,,I don't see any restrictions on injectables after Homs unless it is in the area directly affected by the Mohs surgery.,"Scott A. Smith, DO answers: How long should I wait between Mohs surgery and Juvederm?",/question/las-vegas-nevada-juvederm-mohs-surgery-wait-time
718511,question,8,"
	One of my friends told me that she has heard that doctors are overreaching with Mohs for very tiny basal cell cancers. She said I should just treat it with Efudex instead of going through Mohs and plastic surgery to close it. Also, if I do have Mohs and plastic surgery - how long before I can play golf? Maddie
",Is Mohs Surgery Overreaching for a Tiny Basal Cell Cancer?,/question/mohs-surgery-overreaching-for-tiny-basal-cell-cancer
7795494,question,,Thank you for the excellent question.&nbsp; Cheek implants are normally placed in the deeper subcutaneous tissues so these are not normally an issue for Mohs surgery for&nbsp;superficial skin cancers on the cheek. You should definitely discuss your previous surgery with your Mohs surgeon so that they can take into account scarring and tissue rearrangement from your previous implants.I hope your Mohs surgery went well and that you are cancer free with an excellent cosmetic result.,"Hooman Khorasani, MD answers: Is Mohs surgery safe with cheek implants?",/question/jersey-city-nj-mohs-surgery-cheek-implants
1894134,question,1,Exactly 2 years ago I had MOHs surgery for basal cell on the left side of my nose. The surgeon went in 3 times and then assured me it was all clear. Well...... I now am scheduled for MOHs surgery in a few days for the same spot. I'm I just one of the unlucky 2-3% that it doesn't work on? I'm most upset!,Is it possible to have MOHs surgery twice on the same spot?,/question/florida-ny-mohs-surgery-spot
1735135,question,3,"Had MOHS laser on nose; flap surgery to repair; have big scars and large lump where flap attached; nose is pulled to one side; left nostril much smaller and I can't think of any procedure that could correct it! Surgery was December 8, 2014--3 months ago. Look like a freak. Wouldn't a skin graft have been better? Is there an alternative to MOHS and the flap repair?","I had MOHS laser to remove extensive basal cell carcinoma on my nose, and then a flap surgery to cover the damage? (photo)",/question/mooresville-nc-i-mohs-laser-remove-extensive-basal-cell-carcinoma-nose-flap
343713,question,4," Hello, I have an appointment for Mohs Surgery on a bcc which is on my left lower eyelid and very close to my lashes and the inside corner of my eye. I know its done under local anaesthetic, but I would like to know how the eye is kept open and if I will be able to see what they are doing? Am very anxious. ty",Is the eye kept open for Mohs Surgery on lower eyelid?,/question/mohs-surgery-eyelid
5732528,question,3,"I had my 4th Moh's surgery on 8/7/17. Left cheek,squamous cell. At that time also had 3 biopsies at other places on my face. All three came back squamous cell. I then went under Efudex treatment for 3 weeks all over my face (including the new surgical site on my face). Now my regular dermatologist is recommending I have photodynamic therapy in the new year. (since I hated the efudex)...I have had 2 other significant sites of Moh's... on my upper right lip and head. Normal? Good idea?","Moh's surgery followed by Efudex treatment --pending photodynamic therapy in January, is this unusual?",/question/08106-mohs-surgery-efudex-treatment-pending-photodynamic-therapy-januaryis
